1	0	3021334	0	1
1	0	3174928	0	1
1	0	3809224	0	0
1	0	3485102	0	0
1	0	3668300	0	1
1	0	3853238	0	0
1	0	1852545	0	2
1	0	2315652	0	1
1	0	2630954	0	0
1	0	3119975	0	0
1	0	3054810	0	1
1	0	2837208	0	0
1	0	2700440	0	0
1	0	3526875	0	1
1	0	3665061	0	0
1	0	3512619	0	0
1	0	2726481	0	0
1	0	2386796	0	0
1	0	3371913	0	2
1	0	3061929	0	0
1	0	2801475	0	1
1	0	3192773	0	0
1	0	3015686	0	1
1	0	3155474	0	1
1	0	3725440	0	0
1	0	3093002	0	0
1	0	3701502	0	0
1	0	2072948	0	0
1	0	2698203	0	0
1	0	1236944	0	1
2	0	2809068	0	0
2	0	2938615	0	0
2	0	3484936	0	0
2	0	3213209	0	0
2	0	1852653	0	0
2	0	3682899	0	1
2	0	2671481	0	0
2	0	3692866	0	0
2	0	2837207	0	0
2	0	3179583	0	1
2	0	2789703	0	0.
2	0	3342251	0	0
2	0	3490930	0	0
2	0	2634760	0	0
2	0	3549740	0	0
2	0	1851736	0	0
2	0	3340914	0	0
2	0	1435711	0	0
2	0	3094358	0	1
2	0	3102073	0	0
2	0	3828376	0	1
2	0	3561294	0	1
2	0	3261937	0	0
2	0	2074576	0	1
2	0	2656405	0	0
2	0	3560643	0	0
2	0	2443799	0	1
2	0	2978117	0	0
2	0	3598744	0	0
2	0	2848140	0	1
3	0	3229979	0	0
3	0	2958331	0	2
3	0	3851159	0	0
3	0	2880591	0	0
3	0	3867969	0	1
3	0	2837380	0	0
3	0	3600273	0	2
3	0	3502399	0	0
3	0	2667597	0	2
3	0	3498281	0	0
3	0	2847915	0	1
3	0	3777779	0	1
3	0	3054894	0	1
3	0	2761925	0	0
3	0	3608667	0	1
3	0	3751515	0	0
3	0	2850579	0	1
3	0	2691409	0	0
3	0	2806301	0	0
3	0	2799647	0	1
3	0	3788379	0	0
3	0	3732198	0	0
3	0	3242151	0	1
3	0	3379857	0	1
3	0	3409351	0	0
3	0	3806272	0	1
3	0	3482600	0	0
3	0	2680866	0	0
3	0	3807502	0	0
3	0	1450276	0	0
4	0	2809068	0	0
4	0	2938615	0	0
4	0	3587601	0	0
4	0	3484936	0	0
4	0	2572049	0	1
4	0	3371974	0	0
4	0	2132025	0	0
4	0	3262351	0	0
4	0	2132372	0	1
4	0	2630300	0	0
4	0	3513134	0	1
4	0	3423074	0	2
4	0	2878291	0	0
4	0	3621635	0	2
4	0	2131996	0	2
4	0	3084686	0	1
4	0	3062610	0	1
4	0	2364358	0	0
4	0	3854308	0	0
4	0	3751483	0	1
4	0	2740120	0	0
4	0	3145830	0	0
4	0	2910686	0	2
4	0	3889039	0	0
4	0	3701486	0	2
4	0	3829723	0	0
4	0	3524424	0	0
4	0	2135465	0	2
4	0	2761416	0	0
