1	0	3021334	0	2
1	0	2827087	0	1
1	0	3079137	0	2
1	0	3174928	0	1
1	0	2917397	0	1
1	0	2072948	0	1
1	0	3485102	0	1
1	0	2801475	0	1
1	0	3809224	0	0
1	0	2386796	0	0
1	0	3853238	0	2
1	0	3853610	0	1
1	0	2315652	0	2
1	0	3562611	0	1
1	0	2740317	0	0
1	0	3119975	0	0
1	0	3668300	0	1
1	0	183865	0	0
1	0	2630954	0	0
1	0	3160386	0	0
1	0	2726481	0	0
1	0	3512619	0	0
1	0	1852545	0	2
1	0	3192773	0	0
1	0	3236175	0	0
1	0	2837208	0	0
1	0	3658210	0	1
1	0	3621222	0	0
1	0	3093002	0	0
1	0	3061929	0	0
2	0	2809068	0	0
2	0	3484936	0	0
2	0	2938615	0	0
2	0	1852653	0	2
2	0	3218988	0	0
2	0	3334777	0	0
2	0	2987929	0	0
2	0	3213209	0	0
2	0	535805	0	0
2	0	3701804	0	0
2	0	1450271	0	0
2	0	3274450	0	2
2	0	1297611	0	1
2	0	1657024	0	1
2	0	154111	0	0
2	0	2634760	0	0
2	0	3561294	0	1
2	0	3516468	0	0
2	0	2902403	0	0
2	0	3590873	0	0
2	0	2531104	0	0
2	0	3296724	0	0
2	0	3396229	0	0
2	0	2688489	0	0
2	0	3094358	0	1
2	0	3560643	0	0
2	0	3692866	0	0
2	0	2829417	0	0
2	0	3549740	0	1
2	0	2600632	0	0
3	0	2958331	0	2
3	0	3358599	0	1
3	0	3673458	0	0
3	0	2880591	0	0
3	0	3229979	0	0
3	0	3673465	0	1
3	0	3600273	0	2
3	0	3851159	0	0
3	0	1458354	0	1
3	0	2888218	0	0
3	0	3242151	0	0
3	0	2691409	0	1
3	0	2667597	0	1
3	0	3562167	0	1
3	0	3379857	0	1
3	0	3867969	0	0
3	0	2987927	0	2
3	0	3855092	0	0
3	0	3893393	0	0
3	0	3751515	0	0
3	0	3498281	0	0
3	0	2817750	0	0
3	0	2799647	0	1
3	0	3777779	0	0
3	0	3054894	0	0
3	0	3806272	0	1
3	0	2837380	0	0
3	0	3502399	0	1
3	0	3804668	0	0
3	0	3876644	0	0
4	0	2678823	0	0
4	0	2572049	0	0
4	0	3765836	0	0
4	0	2132025	0	0
4	0	2783090	0	1
4	0	3262351	0	0
4	0	2132372	0	1
4	0	3308919	0	1
4	0	2131996	0	1
4	0	3484936	0	0
4	0	3889039	0	0
4	0	3062610	0	0
4	0	3513134	0	1
4	0	2809068	0	0
4	0	3829723	0	1
4	0	3371974	0	0
4	0	3423074	0	1
4	0	3621635	0	1
4	0	3524424	0	0
4	0	3512768	0	0
4	0	2938615	0	0
4	0	3701486	0	1
4	0	2131248	0	1
4	0	3290841	0	2
4	0	3818614	0	2
4	0	3675051	0	2
4	0	2910686	0	2
4	0	2917397	0	0
4	0	2761416	0	0
4	0	3411500	0	1
5	0	3606484	0	0
5	0	3179762	0	0
5	0	2694806	0	1
5	0	2700440	0	1
5	0	3703866	0	0
5	0	3126719	0	0
5	0	3514081	0	1
5	0	3485093	0	0
5	0	2860195	0	0
5	0	3047819	0	0
5	0	3241624	0	1
5	0	3337387	0	0
5	0	2716679	0	0
5	0	2693830	0	0
5	0	3431066	0	1
5	0	3541576	0	1
5	0	3590563	0	0
5	0	3804823	0	0
5	0	3440508	0	0
5	0	3764355	0	0
5	0	3433350	0	0
5	0	3326369	0	0
5	0	3358686	0	0
5	0	2716677	0	0
5	0	2726513	0	1
5	0	3715368	0	0
5	0	3485102	0	1
5	0	3018989	0	1
5	0	2987927	0	0
5	0	3180387	0	0
6	0	2542400	0	2
6	0	2365968	0	2
6	0	3155693	0	2
6	0	3700494	0	2
6	0	2442120	0	1
6	0	3671530	0	1
6	0	2987927	0	1
6	0	3757639	0	0
6	0	3325862	0	0
6	0	3670622	0	0
6	0	2754084	0	0
6	0	2999614	0	0
6	0	3509389	0	1
6	0	3604874	0	1
6	0	3667142	0	0
6	0	2329656	0	0
6	0	3163221	0	1
6	0	2633279	0	0
6	0	3371531	0	1
6	0	2803915	0	0
6	0	3870220	0	0
6	0	3094681	0	2
6	0	3048549	0	1
6	0	3420478	0	1
6	0	2929512	0	0
6	0	2782169	0	1
6	0	2409353	0	0
6	0	3087320	0	0
6	0	3504292	0	1
6	0	3283855	0	0
7	0	3810195	0	2
7	0	3747020	0	1
7	0	2763231	0	2
7	0	2695551	0	2
7	0	3181772	0	2
7	0	3327977	0	1
7	0	2614960	0	0
7	0	3081466	0	2
7	0	2656288	0	1
7	0	2871168	0	1
7	0	3871832	0	0
7	0	2375456	0	0
7	0	3833342	0	1
7	0	3412984	0	1
7	0	3608291	0	1
7	0	3413495	0	0
7	0	2492850	0	2
7	0	3694900	0	0
7	0	3665220	0	1
7	0	3826000	0	0
7	0	2235848	0	1
7	0	3318150	0	0
7	0	3630936	0	2
7	0	3543446	0	0
7	0	3775051	0	0
7	0	2996077	0	0
7	0	3273701	0	0
7	0	2814005	0	0
7	0	2904791	0	0
7	0	3630934	0	1
8	0	3662917	0	0
8	0	3485823	0	0
8	0	3870205	0	0
8	0	3030042	0	0
8	0	2686928	0	1
8	0	3507089	0	1
8	0	3339238	0	0
8	0	2132453	0	0
8	0	2726513	0	0
8	0	503388	0	0
8	0	3272791	0	1
8	0	2629957	0	0
8	0	3556152	0	0
8	0	2119607	0	0
8	0	3868532	0	1
8	0	2940263	0	1
8	0	3575625	0	0
8	0	3777846	0	2
8	0	3143966	0	0
8	0	3493008	0	0
8	0	2783071	0	0
8	0	3797366	0	0
8	0	2948130	0	0
8	0	2968771	0	0
8	0	3607930	0	0
8	0	3203970	0	0
8	0	2475511	0	0
8	0	3420617	0	0
8	0	3586460	0	0
8	0	3621240	0	1
9	0	3177926	0	0
9	0	3745295	0	0
9	0	3520709	0	0
9	0	3284865	0	0
9	0	2582515	0	0
9	0	2364444	0	0
9	0	2920282	0	0
9	0	2542400	0	2
9	0	3325862	0	1
9	0	2864281	0	0
9	0	2579921	0	0
9	0	3568875	0	0
9	0	2726526	0	0
9	0	3295654	0	0
9	0	2740226	0	0
9	0	3634549	0	0
9	0	3407696	0	0
9	0	3311143	0	0
9	0	3464724	0	0
9	0	3531931	0	0
9	0	3014964	0	0
9	0	3658220	0	0
9	0	2868875	0	0
9	0	3443661	0	1
9	0	2783047	0	1
9	0	2596799	0	0
9	0	3199851	0	1
9	0	3468870	0	0
9	0	2830978	0	0
9	0	3381070	0	0
10	0	3403950	0	2
10	0	3863555	0	2
10	0	3222045	0	2
10	0	2804058	0	2
10	0	3845692	0	1
10	0	2938489	0	2
10	0	3697234	0	0
10	0	374361	0	2
10	0	3728547	0	0
10	0	3522540	0	2
10	0	3416709	0	2
10	0	2938495	0	0
10	0	3255315	0	1
10	0	3502402	0	1
10	0	3495840	0	1
10	0	2884450	0	0
10	0	2570576	0	1
10	0	2440367	0	1
10	0	2872586	0	0
10	0	2657288	0	1
10	0	3521050	0	0
10	0	3345596	0	0
10	0	2494540	0	0
10	0	3222065	0	2
10	0	1414057	0	1
10	0	1550861	0	0
10	0	3499262	0	0
10	0	3845694	0	1
10	0	3511257	0	0
10	0	3672653	0	1
